season,id,name,short_name,home_team,away_team,home_captain,away_captain,venue_name,home_team_name,away_team_name
2011,501230,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Virender Sehwag,Gautam Gambhir,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2011,501231,Rajasthan Royals v Mumbai Indians,RR v MI,RR,MI,Shane Warne,Sachin Tendulkar,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Mumbai Indians
2011,501232,Royal Challengers Bangalore v Pune Warriors,RCB v PWI,RCB,PWI,Daniel Vettori,Yuvraj Singh,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Pune Warriors
2011,501233,Kochi Tuskers Kerala v Delhi Daredevils,Kochi v DC,Kochi,DC,Mahela Jayawardene,Virender Sehwag,"Nehru Stadium, Kochi",Kochi Tuskers Kerala , Delhi Darede
2011,501234,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Gautam Gambhir,Adam Gilchrist,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
2011,501235,Rajasthan Royals v Pune Warriors,RR v PWI,RR,PWI,Shane Warne,Yuvraj Singh,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Pune Warriors
2011,501236,Chennai Super Kings v Deccan Chargers,CSK v DC,CSK,SRH,MS Dhoni,Kumar Sangakkara,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Deccan Chargers
2011,501237,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Sachin Tendulkar,Adam Gilchrist,"Wankhede Stadium, Mumbai",Mumbai Indians , Kings XI Punjab
2011,501238,Delhi Daredevils v Kochi Tuskers Kerala,DC v Kochi,DC,Kochi,Virender Sehwag,Mahela Jayawardene,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2011,501239,Deccan Chargers v Kolkata Knight Riders,DC v KKR,SRH,KKR,Kumar Sangakkara,Gautam Gambhir,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Kolkata Knight Riders
2011,501240,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Shane Warne,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Rajasthan Royals
2011,501241,Pune Warriors v Mumbai Indians,PWI v MI,PWI,MI,Yuvraj Singh,Sachin Tendulkar,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors , Mumbai Indians
2011,501242,Kochi Tuskers Kerala v Kolkata Knight Riders,Kochi v KKR,Kochi,KKR,Mahela Jayawardene,Gautam Gambhir,"Nehru Stadium, Kochi",Kochi Tuskers Kerala , Kolkata Knight Riders
2011,501243,Deccan Chargers v Delhi Daredevils,SRH v DC,SRH,DC,Kumar Sangakkara,Virender Sehwag,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Delhi Darede
2011,501244,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Daniel Vettori,Adam Gilchrist,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
2011,501245,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Gautam Gambhir,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders , Chennai Super Kings
2011,501246,Mumbai Indians v Delhi Daredevils,MI v DC,MI,DC,Sachin Tendulkar,Virender Sehwag,"Wankhede Stadium, Mumbai",Mumbai Indians , Delhi Darede
2011,501247,Royal Challengers Bangalore v Kochi Tuskers Kerala,RCB v Kochi,RCB,Kochi,Daniel Vettori,Mahela Jayawardene,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kochi Tuskers Kerala
2011,501248,Kings XI Punjab v Pune Warriors,KXIP v PWI,KXIP,PWI,Adam Gilchrist,Yuvraj Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Pune Warriors
2011,501249,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Shane Warne,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Chennai Super Kings
2011,501250,Deccan Chargers v Pune Warriors,DC v PWI,SRH,PWI,Kumar Sangakkara,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Pune Warriors
2011,501251,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,Adam Gilchrist,Sachin Tendulkar,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Mumbai Indians
2011,501252,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Shane Warne,Virat Kohli,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Royal Challengers Bangalore
2011,501253,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,James Hopes,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Delhi Darede
2011,501254,Kochi Tuskers Kerala v Kings XI Punjab,Kochi v KXIP,Kochi,KXIP,Mahela Jayawardene,Adam Gilchrist,"Holkar Cricket Stadium, Indore",Kochi Tuskers Kerala , Kings XI Punjab
2011,501255,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kolkata Knight Riders
2011,501256,Mumbai Indians v Deccan Chargers,MI v DC,MI,SRH,Sachin Tendulkar,Kumar Sangakkara,"Wankhede Stadium, Mumbai",Mumbai Indians , Deccan Chargers
2011,501257,Kings XI Punjab v Delhi Daredevils,KXIP v DC,KXIP,DC,Adam Gilchrist,James Hopes,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kings XI Punjab , Delhi Darede
2011,501258,Kochi Tuskers Kerala v Rajasthan Royals,Kochi v RR,Kochi,RR,Mahela Jayawardene,Shane Warne,"Holkar Cricket Stadium, Indore",Kochi Tuskers Kerala , Rajasthan Royals
2011,501259,Pune Warriors v Deccan Chargers,PWI v DC,PWI,SRH,Yuvraj Singh,Kumar Sangakkara,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors , Deccan Chargers
2011,501260,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,Adam Gilchrist,Virat Kohli,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kings XI Punjab , Royal Challengers Bangalore
2011,501261,Chennai Super Kings v Kochi Tuskers Kerala,CSK v Kochi,CSK,Kochi,MS Dhoni,Parthiv Patel,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kochi Tuskers Kerala
2011,501262,Pune Warriors v Kolkata Knight Riders,PWI v KKR,PWI,KKR,Yuvraj Singh,Gautam Gambhir,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors , Kolkata Knight Riders
2011,501263,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Sachin Tendulkar,Shane Warne,"Wankhede Stadium, Mumbai",Mumbai Indians , Rajasthan Royals
2011,501264,Kings XI Punjab v Deccan Chargers,KXIP v DC,KXIP,SRH,Adam Gilchrist,Cameron White,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kings XI Punjab , Deccan Chargers
2011,501265,Delhi Daredevils v Pune Warriors,DC v PWI,DC,PWI,James Hopes,Yuvraj Singh,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2011,501266,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Daniel Vettori,MS Dhoni,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Chennai Super Kings
2011,501267,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Gautam Gambhir,Sachin Tendulkar,"Eden Gardens, Kolkata",Kolkata Knight Riders , Mumbai Indians
2011,501268,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Daniel Vettori,"Wankhede Stadium, Mumbai",Chennai Super Kings , Royal Challengers Bangalore
2011,501269,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Sachin Tendulkar,Gautam Gambhir,"Wankhede Stadium, Mumbai",Mumbai Indians , Kolkata Knight Riders
2011,501270,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Sachin Tendulkar,Daniel Vettori,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians , Royal Challengers Bangalore
2011,501271,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Daniel Vettori,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Royal Challengers Bangalore
2010,419106,Deccan Chargers v Kolkata Knight Riders,DC v KKR,SRH,KKR,Adam Gilchrist,Sourav Ganguly,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers , Kolkata Knight Riders
2010,419107,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Sachin Tendulkar,Shane Warne,"Brabourne Stadium, Mumbai",Mumbai Indians , Rajasthan Royals
2010,419108,Kings XI Punjab v Delhi Daredevils,KXIP v DC,KXIP,DC,Kumar Sangakkara,Gautam Gambhir,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Delhi Darede
2010,419109,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Sourav Ganguly,Anil Kumble,"Eden Gardens, Kolkata",Kolkata Knight Riders , Royal Challengers Bangalore
2010,419110,Chennai Super Kings v Deccan Chargers,CSK v DC,CSK,SRH,MS Dhoni,Adam Gilchrist,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Deccan Chargers
2010,419111,Rajasthan Royals v Delhi Daredevils,RR v DC,RR,DC,Shane Warne,Gautam Gambhir,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Rajasthan Royals , Delhi Darede
2010,419112,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Anil Kumble,Kumar Sangakkara,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
2010,419113,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Sourav Ganguly,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders , Chennai Super Kings
2010,419114,Delhi Daredevils v Mumbai Indians,DC v MI,DC,MI,Gautam Gambhir,Sachin Tendulkar,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2010,419115,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Anil Kumble,Shane Warne,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Rajasthan Royals
2010,419116,Delhi Daredevils v Chennai Super Kings,DC v CSK,DC,CSK,Dinesh Karthik,Suresh Raina,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2010,419117,Deccan Chargers v Kings XI Punjab,DC v KXIP,SRH,KXIP,Adam Gilchrist,Kumar Sangakkara,"Barabati Stadium, Cuttack",Deccan Chargers , Kings XI Punjab
2010,419118,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Shane Warne,Sourav Ganguly,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Rajasthan Royals , Kolkata Knight Riders
2010,419119,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Sachin Tendulkar,Anil Kumble,"Brabourne Stadium, Mumbai",Mumbai Indians , Royal Challengers Bangalore
2010,419120,Deccan Chargers v Delhi Daredevils,SRH v DC,SRH,DC,Adam Gilchrist,Dinesh Karthik,"Barabati Stadium, Cuttack",Deccan Chargers , Delhi Darede
2010,419121,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,CSK,KXIP,Suresh Raina,Kumar Sangakkara,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kings XI Punjab
2010,419122,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Sachin Tendulkar,Sourav Ganguly,"Brabourne Stadium, Mumbai",Mumbai Indians , Kolkata Knight Riders
2010,419123,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Anil Kumble,Suresh Raina,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Chennai Super Kings
2010,419124,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,Kumar Sangakkara,Shane Warne,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Rajasthan Royals
2010,419128,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,RCB,DC,Anil Kumble,Dinesh Karthik,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Delhi Darede
2010,419125,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Sachin Tendulkar,MS Dhoni,"Brabourne Stadium, Mumbai",Mumbai Indians , Chennai Super Kings
2010,419126,Rajasthan Royals v Deccan Chargers,RR v DC,RR,SRH,Shane Warne,Adam Gilchrist,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Rajasthan Royals , Deccan Chargers
2010,419127,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,Kumar Sangakkara,Sourav Ganguly,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Kolkata Knight Riders
2010,419129,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Shane Warne,MS Dhoni,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Rajasthan Royals , Chennai Super Kings
2010,419130,Deccan Chargers v Mumbai Indians,DC v MI,SRH,MI,Adam Gilchrist,Sachin Tendulkar,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers , Mumbai Indians
2010,419131,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Gautam Gambhir,Sourav Ganguly,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2010,419132,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Sachin Tendulkar,Mahela Jayawardene,"Brabourne Stadium, Mumbai",Mumbai Indians , Kings XI Punjab
2010,419133,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Anil Kumble,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Royal Challengers Bangalore
2010,419134,Delhi Daredevils v Rajasthan Royals,DC v RR,DC,RR,Gautam Gambhir,Shane Warne,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2010,419135,Kolkata Knight Riders v Deccan Chargers,KKR v DC,KKR,SRH,Sourav Ganguly,Adam Gilchrist,"Eden Gardens, Kolkata",Kolkata Knight Riders , Deccan Chargers
2010,419136,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,Kumar Sangakkara,Anil Kumble,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Royal Challengers Bangalore
2010,419137,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Shane Warne,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Rajasthan Royals
2010,419138,Mumbai Indians v Deccan Chargers,MI v DC,MI,SRH,Sachin Tendulkar,Adam Gilchrist,"Brabourne Stadium, Mumbai",Mumbai Indians , Deccan Chargers
2010,419139,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Sourav Ganguly,Kumar Sangakkara,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
2010,419140,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,DC,RCB,Gautam Gambhir,Anil Kumble,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2010,419141,Deccan Chargers v Rajasthan Royals,DC v RR,SRH,RR,Adam Gilchrist,Shane Warne,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Deccan Chargers , Rajasthan Royals
2010,419142,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Sachin Tendulkar,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Mumbai Indians
2010,419143,Rajasthan Royals v Kings XI Punjab,RR v KXIP,RR,KXIP,Shane Warne,Kumar Sangakkara,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kings XI Punjab
2010,419144,Kolkata Knight Riders v Delhi Daredevils,KKR v DC,KKR,DC,Sourav Ganguly,Gautam Gambhir,"Eden Gardens, Kolkata",Kolkata Knight Riders , Delhi Darede
2010,419145,Royal Challengers Bangalore v Deccan Chargers,RCB v DC,RCB,SRH,Anil Kumble,Adam Gilchrist,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Deccan Chargers
2010,419146,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,Kumar Sangakkara,Sachin Tendulkar,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Mumbai Indians
2010,419147,Deccan Chargers v Chennai Super Kings,DC v CSK,SRH,CSK,Adam Gilchrist,MS Dhoni,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Deccan Chargers , Chennai Super Kings
2010,419148,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Anil Kumble,Sourav Ganguly,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kolkata Knight Riders
2010,419149,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Gautam Gambhir,Kumar Sangakkara,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2010,419150,Rajasthan Royals v Mumbai Indians,RR v MI,RR,MI,Shane Warne,Sachin Tendulkar,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Mumbai Indians
2010,419151,Deccan Chargers v Royal Challengers Bangalore,DC v RCB,SRH,RCB,Adam Gilchrist,Anil Kumble,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Deccan Chargers , Royal Challengers Bangalore
2010,419152,Mumbai Indians v Delhi Daredevils,MI v DC,MI,DC,Sachin Tendulkar,Gautam Gambhir,"Brabourne Stadium, Mumbai",Mumbai Indians , Delhi Darede
2010,419153,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Sourav Ganguly,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kolkata Knight Riders
2010,419154,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Shane Warne,Anil Kumble,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Royal Challengers Bangalore
2010,419155,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,Gautam Gambhir,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Delhi Darede
2010,419156,Kings XI Punjab v Deccan Chargers,KXIP v DC,KXIP,SRH,Kumar Sangakkara,Adam Gilchrist,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kings XI Punjab , Deccan Chargers
2010,419157,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Anil Kumble,Sachin Tendulkar,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Mumbai Indians
2010,419158,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Sourav Ganguly,Shane Warne,"Eden Gardens, Kolkata",Kolkata Knight Riders , Rajasthan Royals
2010,419159,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,KXIP,CSK,Kumar Sangakkara,MS Dhoni,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kings XI Punjab , Chennai Super Kings
2010,419160,Delhi Daredevils v Deccan Chargers,DC v SRH,DC,SRH,Gautam Gambhir,Adam Gilchrist,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2010,419161,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Sourav Ganguly,Dwayne Bravo,"Eden Gardens, Kolkata",Kolkata Knight Riders , Mumbai Indians
2010,419162,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Sachin Tendulkar,Anil Kumble,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians , Royal Challengers Bangalore
2010,419163,Chennai Super Kings v Deccan Chargers,CSK v DC,CSK,SRH,MS Dhoni,Adam Gilchrist,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings , Deccan Chargers
2010,419164,Deccan Chargers v Royal Challengers Bangalore,DC v RCB,SRH,RCB,Adam Gilchrist,Anil Kumble,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers , Royal Challengers Bangalore
2010,419165,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Sachin Tendulkar,MS Dhoni,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians , Chennai Super Kings
2009,392181,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Sachin Tendulkar,"Newlands, Cape Town",Chennai Super Kings , Mumbai Indians
2009,392182,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Kevin Pietersen,Shane Warne,"Newlands, Cape Town",Royal Challengers Bangalore , Rajasthan Royals
2009,392183,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Virender Sehwag,Yuvraj Singh,"Newlands, Cape Town",Delhi Darede,ils 
2009,392184,Deccan Chargers v Kolkata Knight Riders,DC v KKR,SRH,KKR,Adam Gilchrist,Brendon McCullum,"Newlands, Cape Town",Deccan Chargers , Kolkata Knight Riders
2009,392185,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Kevin Pietersen,MS Dhoni,"St George's Park, Port Elizabeth",Royal Challengers Bangalore , Chennai Super Kings
2009,392186,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,Yuvraj Singh,Brendon McCullum,"Kingsmead, Durban",Kings XI Punjab , Kolkata Knight Riders
2009,392188,Royal Challengers Bangalore v Deccan Chargers,RCB v DC,RCB,SRH,Kevin Pietersen,Adam Gilchrist,"Newlands, Cape Town",Royal Challengers Bangalore , Deccan Chargers
2009,392189,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,Virender Sehwag,"Kingsmead, Durban",Chennai Super Kings , Delhi Darede
2009,392190,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Brendon McCullum,Shane Warne,"Newlands, Cape Town",Kolkata Knight Riders , Rajasthan Royals
2009,392191,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Kevin Pietersen,Yuvraj Singh,"Kingsmead, Durban",Royal Challengers Bangalore , Kings XI Punjab
2009,392192,Deccan Chargers v Mumbai Indians,DC v MI,SRH,MI,Adam Gilchrist,Sachin Tendulkar,"Kingsmead, Durban",Deccan Chargers , Mumbai Indians
2009,392194,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,RCB,DC,Kevin Pietersen,Virender Sehwag,"St George's Park, Port Elizabeth",Royal Challengers Bangalore , Delhi Darede
2009,392195,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,Yuvraj Singh,Shane Warne,"Newlands, Cape Town",Kings XI Punjab , Rajasthan Royals
2009,392196,Chennai Super Kings v Deccan Chargers,CSK v DC,CSK,SRH,MS Dhoni,Adam Gilchrist,"Kingsmead, Durban",Chennai Super Kings , Deccan Chargers
2009,392197,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Brendon McCullum,Sachin Tendulkar,"St George's Park, Port Elizabeth",Kolkata Knight Riders , Mumbai Indians
2009,392198,Delhi Daredevils v Rajasthan Royals,DC v RR,DC,RR,Virender Sehwag,Shane Warne,"SuperSport Park, Centurion",Delhi Darede,ils 
2009,392199,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Kevin Pietersen,Brendon McCullum,"Kingsmead, Durban",Royal Challengers Bangalore , Kolkata Knight Riders
2009,392200,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,Yuvraj Singh,Sachin Tendulkar,"Kingsmead, Durban",Kings XI Punjab , Mumbai Indians
2009,392201,Deccan Chargers v Delhi Daredevils,SRH v DC,SRH,DC,Adam Gilchrist,Virender Sehwag,"SuperSport Park, Centurion",Deccan Chargers , Delhi Darede
2009,392202,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Shane Warne,"SuperSport Park, Centurion",Chennai Super Kings , Rajasthan Royals
2009,392203,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Brendon McCullum,Sachin Tendulkar,"Buffalo Park, East London",Kolkata Knight Riders , Mumbai Indians
2009,392204,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Anil Kumble,Yuvraj Singh,"Kingsmead, Durban",Royal Challengers Bangalore , Kings XI Punjab
2009,392205,Deccan Chargers v Rajasthan Royals,DC v RR,SRH,RR,Adam Gilchrist,Shane Warne,"St George's Park, Port Elizabeth",Deccan Chargers , Rajasthan Royals
2009,392206,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,Gautam Gambhir,"The Wanderers Stadium, Johannesburg",Chennai Super Kings , Delhi Darede
2009,392207,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,Yuvraj Singh,Brendon McCullum,"St George's Park, Port Elizabeth",Kings XI Punjab , Kolkata Knight Riders
2009,392208,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Anil Kumble,Sachin Tendulkar,"The Wanderers Stadium, Johannesburg",Royal Challengers Bangalore , Mumbai Indians
2009,392209,Chennai Super Kings v Deccan Chargers,CSK v DC,CSK,SRH,MS Dhoni,Adam Gilchrist,"Buffalo Park, East London",Chennai Super Kings , Deccan Chargers
2009,392210,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,Yuvraj Singh,Shane Warne,"Kingsmead, Durban",Kings XI Punjab , Rajasthan Royals
2009,392211,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Gautam Gambhir,Brendon McCullum,"Kingsmead, Durban",Delhi Darede,ils 
2009,392212,Deccan Chargers v Mumbai Indians,DC v MI,SRH,MI,Adam Gilchrist,Sachin Tendulkar,"SuperSport Park, Centurion",Deccan Chargers , Mumbai Indians
2009,392213,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Anil Kumble,Shane Warne,"SuperSport Park, Centurion",Royal Challengers Bangalore , Rajasthan Royals
2009,392214,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,CSK,KXIP,MS Dhoni,Yuvraj Singh,"SuperSport Park, Centurion",Chennai Super Kings , Kings XI Punjab
2009,392215,Delhi Daredevils v Mumbai Indians,DC v MI,DC,MI,Gautam Gambhir,Sachin Tendulkar,"Buffalo Park, East London",Delhi Darede,ils 
2009,392216,Deccan Chargers v Kings XI Punjab,DC v KXIP,SRH,KXIP,Adam Gilchrist,Yuvraj Singh,"Diamond Oval, Kimberley",Deccan Chargers , Kings XI Punjab
2009,392217,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Shane Warne,"Diamond Oval, Kimberley",Chennai Super Kings , Rajasthan Royals
2009,392218,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Anil Kumble,Sachin Tendulkar,"St George's Park, Port Elizabeth",Royal Challengers Bangalore , Mumbai Indians
2009,392219,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Gautam Gambhir,Brendon McCullum,"The Wanderers Stadium, Johannesburg",Delhi Darede,ils 
